ID,קישור,Session Date,Vote Date Time,Session ID,Item ID,Ordinal,Vote Method ID,Vote Method Desc,Vote Status Code,Vote Status Desc,Vote Title,Vote Subject,Is No Confidence In Gov,Last Updated Date,For Option ID,For Option Desc,Against Option ID,Against Option Desc
39245,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=39245"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:30:00,2205631,2203819,209,2,שמית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 23 – משרד הרווחה, לשנת הכספים 2023, הצבעה על הסתייגויות שמשמעותן תוספת תקציב",0,2023-05-27 02:59:01.070000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38803,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38803"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:45:00,2205631,2203819,62,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 23 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 02:59:37.793000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38802,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38802"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:45:00,2205631,2203819,63,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 23 ,0,2023-05-27 03:00:04.050000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38801,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38801"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:46:00,2205631,2203819,64,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 24 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:03:07.643000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38800,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38800"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:46:00,2205631,2203819,65,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 24 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:03:41.117000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38799,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38799"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:47:00,2205631,2203819,66,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 24 ,0,2023-05-27 03:04:34,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
39246,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=39246"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-23 23:48:00,2205631,2203819,209,2,שמית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",הסתייגויות לסעיף 25 - תוספת תקציב לרשות לניצולי השואה לשנת הכספים 2023,0,2023-05-27 03:10:35.480000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38805,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38805"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:02:00,2205631,2203819,67,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 25 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:11:31.280000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38804,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38804"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:03:00,2205631,2203819,68,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 25,0,2023-05-27 03:12:09.093000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38815,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38815"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:04:00,2205631,2203819,69,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 26 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:12:45.027000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38814,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38814"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:04:00,2205631,2203819,70,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 26 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:13:14.617000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38813,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38813"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:05:00,2205631,2203819,71,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 26 ,0,2023-05-27 03:13:59.493000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38812,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38812"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:05:00,2205631,2203819,72,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 27 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:14:34.877000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38811,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38811"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:06:00,2205631,2203819,73,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 27 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:15:07.027000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38810,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38810"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:06:00,2205631,2203819,74,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 27 ,0,2023-05-27 03:15:53.347000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38809,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38809"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:07:00,2205631,2203819,75,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 29 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:16:44.453000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38808,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38808"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:07:00,2205631,2203819,76,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 29 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:17:13.963000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38807,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38807"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:08:00,2205631,2203819,77,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 29,0,2023-05-27 03:17:39.660000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38806,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38806"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:08:00,2205631,2203819,78,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 30 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:18:34.797000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38825,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38825"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:09:00,2205631,2203819,79,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 30 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:21:50.737000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38824,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38824"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:09:00,2205631,2203819,80,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 30,0,2023-05-27 03:22:35.897000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38823,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38823"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:10:00,2205631,2203819,81,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 31 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:23:15.853000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38822,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38822"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:10:00,2205631,2203819,82,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 31 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:23:41.320000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38821,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38821"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:11:00,2205631,2203819,83,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 31 ,0,2023-05-27 03:24:03.710000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38820,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38820"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:11:00,2205631,2203819,84,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 33 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:24:34.887000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38819,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38819"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:12:00,2205631,2203819,85,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 33 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:25:15.907000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38818,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38818"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:12:00,2205631,2203819,86,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 33 ,0,2023-05-27 03:25:44.397000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38817,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38817"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:13:00,2205631,2203819,87,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 34 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:26:17.037000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38816,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38816"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:13:00,2205631,2203819,88,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 34 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:26:48.347000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38833,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38833"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:14:00,2205631,2203819,89,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 34,0,2023-05-27 03:27:29.400000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38832,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38832"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:15:00,2205631,2203819,90,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 35 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:28:01.040000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38831,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38831"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:15:00,2205631,2203819,91,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 35 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:28:33.323000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38830,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38830"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:16:00,2205631,2203819,92,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 35,0,2023-05-27 03:29:56.650000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38829,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38829"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:17:00,2205631,2203819,93,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 36 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:30:43.210000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38828,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38828"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:17:00,2205631,2203819,94,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 36 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:31:18.873000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38827,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38827"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:18:00,2205631,2203819,95,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 36,0,2023-05-27 03:32:40.927000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38826,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38826"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:18:00,2205631,2203819,96,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 37 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:33:16.047000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38843,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38843"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:19:00,2205631,2203819,97,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 37 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:33:47.197000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38842,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38842"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:19:00,2205631,2203819,98,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 37,0,2023-05-27 03:34:16.663000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38841,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38841"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:20:00,2205631,2203819,99,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 38 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-27 03:34:47.270000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38840,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38840"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:20:00,2205631,2203819,100,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 38 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-27 03:35:21.340000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38839,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38839"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:21:00,2205631,2203819,101,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף תקציבי 38 כלכלה ותעשייה,0,2023-05-28 09:45:20.753000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38838,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38838"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:21:00,2205631,2203819,102,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 39 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 09:45:49.637000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38837,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38837"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:22:00,2205631,2203819,103,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 39 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-28 09:46:23.013000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38836,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38836"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:22:00,2205631,2203819,104,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף תקציבי 39 – משרד התקשורת,0,2023-05-28 10:04:03.807000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38835,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38835"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:23:00,2205631,2203819,105,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 40 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 10:04:34.120000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38834,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38834"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:23:00,2205631,2203819,106,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 40 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-28 10:05:21.137000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38852,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38852"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:24:00,2205631,2203819,107,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף 40 - משרד התחבורה,0,2023-05-28 10:06:08.957000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38851,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38851"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:24:00,2205631,2203819,108,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 41 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 10:06:50.470000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38850,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38850"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:25:00,2205631,2203819,109,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 41 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-28 10:07:23.393000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38849,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38849"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:25:00,2205631,2203819,110,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף תקציבי 41 – רשות ממשלתית למים וביוב,0,2023-05-28 10:07:56.933000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38848,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38848"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:26:00,2205631,2203819,111,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 42 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 10:09:00.827000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38847,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38847"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:26:00,2205631,2203819,112,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 42 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-28 10:09:31.637000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38846,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38846"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:28:00,2205631,2203819,113,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף תקציבי 42 – מענקי בינוי ושיכון,0,2023-05-28 10:11:45.970000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38845,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38845"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:28:00,2205631,2203819,114,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 43 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 10:13:47.617000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38844,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38844"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:28:00,2205631,2203819,115,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 42 לשנת התקציב 2023, בדבר הפחתת תקציב",0,2023-05-28 10:14:21.770000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
38861,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38861"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:29:00,2205631,2203819,116,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023",סעיף תקציבי 43 – המרכז למיפוי ישראל,0,2023-05-28 10:15:04.333000,6,לקבל בקריאה שנייה,24,לדחות את ההצעה
38860,"=HYPERLINK(""https://main.knesset.gov.il/Activity/plenum/Votes/Pages/vote.aspx?voteId=38860"", ""לאתר"" )",2023-05-22 00:00:00,2023-05-24 00:30:00,2205631,2203819,117,1,אלקטרונית,7,מפורסם,"הצעת חוק התקציב לשנת הכספים 2023, התשפ""ג-2023","הסתייגויות לסעיף 45 לשנת התקציב 2023, בדבר תוספת תקציב",0,2023-05-28 10:15:43.050000,7,לקבל את ההסתייגות,24,לדחות את ההצעה
